IncidentID,start,end,RoadName,CommonName,Direction,CrossStreetName,CrossStCommonName,Latitude,ConditionName,IncidentType,Event,EventName,Reason,day,dur
493992,2016-10-13T21:04:00Z,2016-11-21T05:00:00Z,SR-2235,Dallas Rd,Both Directions,SR-2426,Pleasant Hope,34.56470092,Road Closed,Weather Event,138,Hurrricane Matthew,road closed due to washout,2016-10-13,19.038888888888888
493993,2016-10-13T21:07:00Z,2017-02-28T22:00:00Z,SR-2220,Broadridge Rd,Both Directions,SR-2219,Fowler Rd,34.52189568,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed due to washout,2016-10-13,18.32847222222222
493995,2016-10-13T21:09:00Z,2017-04-01T05:00:00Z,SR-2450,Baltimore Ch Rd,Both Directions,SR-2442,East White Pond,34.46564169,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed due to extreme washout,2016-10-13,19.035416666666666
493998,2016-10-13T21:18:00Z,2016-10-31T05:00:00Z,SR-1621,Ira B Tart Rd,Both Directions,NC-55,NC-55,35.29705287,Road Closed,Weather Event,138,Hurrricane Matthew,ROAD CLOSED - WASH OUT,2016-10-13,13.01554398148148
493999,2016-10-13T21:23:00Z,2016-11-01T22:00:00Z,SR-2209,Rowan Rd,Both Directions,SR-2208,Wire Grass Rd,34.55873614,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to washout,2016-10-13,19.025694444444444
494001,2016-10-13T21:30:00Z,2017-01-01T04:00:00Z,SR-1309,Bass Lake Road,Both Directions,SR-1214,Boykin Bridge Road,34.92440313,Road Closed,Weather Event,138,Hurrricane Matthew,ROAD CLOSED - WASHED OUT AT BRIDGE,2016-10-13,17.3125
494002,2016-10-13T21:44:00Z,2017-04-07T21:00:00Z,SR-2349,Langley-Daniel Rd,Both Directions,NA,NA,35.58590548,Road Closed,Weather Event,138,Hurrricane Matthew,Closed Langley-Daniel Road due to wash out.,2016-10-13,35.03194444444444
494004,2016-10-13T21:41:00Z,2017-03-02T04:00:00Z,SR-1434,Huntley School Rd,Both Directions,SR-1006,Maxwell Road,35.10604603,Road Closed,Weather Event,138,Hurrricane Matthew,ROAD CLOSED - WASHED OUT.,2016-10-13,17.30486111111111
494005,2016-10-13T21:58:00Z,2016-10-31T05:00:00Z,SR-1434,Huntley School Rd,Both Directions,SR-1329,Tyndall Bridge Rd,35.08704255,Road Closed,Weather Event,138,Hurrricane Matthew,ROAD CLOSED  - WASHED OUT.,2016-10-13,17.293055555555554
494006,2016-10-13T21:58:00Z,2016-12-31T05:00:00Z,SR-1225,Low Ground Road,Both Directions,NA,NA,36.16063957,Road Impassable,Weather Event,138,Hurrricane Matthew,The road is closed due to flooding.,2016-10-13,15.001388888888888
494008,2016-10-13T22:02:00Z,2017-03-02T04:00:00Z,SR-1306,The Ave,Both Directions,SR-1233,Bonnetsville Road,35.01123293,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - wash out,2016-10-13,17.290277777777778
494010,2016-10-13T22:05:00Z,2016-10-31T05:00:00Z,SR-1253,Mill Creek Church Rd,Both Directions,SR-1246,Butler Island Rd,34.92856028,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed -washed out,2016-10-13,17.288194444444443
494011,2016-10-13T22:08:00Z,2016-11-17T22:31:00Z,SR-1308,Elevation Rd,Both Directions,NA,NA,35.45693932,Road Closed,Weather Event,138,Hurrricane Matthew,Closed Elevation  rd between Benson Hardee & NC50,2016-10-13,35.01597222222222
494012,2016-10-13T22:09:00Z,2017-06-01T04:00:00Z,SR-1146,Moseley Ave,Both Directions,SR-1145,Boney Mill Rd,34.90404752,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,17.285416666666666
494013,2016-10-13T22:11:00Z,2017-04-07T22:00:00Z,SR-1319,Zacks Mill Rd,Both Directions,NA,NA,35.48195791,Road Closed,Weather Event,138,Hurrricane Matthew,Raod closed betwen Stephenson Road and Penny Road due to wash out.,2016-10-13,27.993009259259257
494014,2016-10-13T22:13:00Z,2017-01-01T04:00:00Z,SR-1746,Keener Rd,Both Directions,NA,Church Road,35.15087535,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,17.282638888888886
494015,2016-10-13T22:20:00Z,2017-04-07T21:00:00Z,SR-1586,West Olive Rd,Both Directions,NA,NA,35.58502552,Road Closed,Weather Event,138,Hurrricane Matthew,"Road closed on West Olive, between Cole & Julian Lane, due to wash out.",2016-10-13,35.00694444444444
494016,2016-10-13T22:20:00Z,2016-11-01T22:00:00Z,NC-904,NC 904,Heading East,NC-41,NC 41,34.3997107,Road Impassable,Weather Event,138,Hurrricane Matthew,Road closed due to highwater,2016-10-13,18.98611111111111
494019,2016-10-13T22:21:00Z,2016-10-31T05:00:00Z,SR-1750,Wynn Rd,Both Directions,SR-1751,HB Lewis Road,35.05548573,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - wash out,2016-10-13,17.277083333333334
494020,2016-10-13T22:24:00Z,2016-11-01T22:00:00Z,SR-1001,Shannon Rd,Both Directions,SR-1756,Jacquelyn Ave,34.79376128,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed to washout,2016-10-13,18.98333333333333
494021,2016-10-13T22:25:00Z,2016-10-31T05:00:00Z,SR-1711,William R King Rd,Both Directions,SR-1722,Suttontown Rd,35.24455556,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed  - washed out.,2016-10-13,17.274305555555554
494023,2016-10-13T22:37:00Z,2016-11-01T22:00:00Z,SR-1006,Great Marsh Ch Rd,Both Directions,SR-1924,Currie Rd,34.76883505,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to washout,2016-10-13,18.974305555555553
494024,2016-10-13T22:37:00Z,2016-10-31T05:00:00Z,SR-1200,Hell Town Rd,Both Directions,US-701,Garland Hwy,34.78512203,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - flooded - closed to Bladen County Line,2016-10-13,17.26597222222222
494025,2016-10-13T22:44:00Z,2017-03-02T04:00:00Z,SR-1710,Emmet Thornton Rd,Both Directions,SR-1711,William R King Rd,35.23787602,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,17.26111111111111
494026,2016-10-13T22:31:00Z,2017-04-07T22:00:00Z,SR-1209,Kenan Rd,Both Directions,NA,NA,35.39580893,Road Closed,Weather Event,138,Hurrricane Matthew,"Road closed on Kenan between Sandy Rd & Juniper Rd, due to wash out.",2016-10-13,27.97841435185185
494027,2016-10-13T22:41:00Z,2016-11-01T22:00:00Z,SR-1006,Great Marsh Ch Rd,Both Directions,US-301,US-301,34.80062451,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed due to washout,2016-10-13,18.971527777777776
494028,2016-10-13T22:46:00Z,2017-03-02T04:00:00Z,SR-1778,Massey Rd,Both Directions,SR-1714,Lassiter Rd,35.19801194,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out,2016-10-13,17.259722222222223
494029,2016-10-13T22:47:00Z,2016-11-01T22:00:00Z,SR-1101,Gaddy Mill Rd,Both Directions,SR-1136,Persimmon Rd,34.58452506,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed sue to washout,2016-10-13,18.96736111111111
494030,2016-10-13T22:50:00Z,2017-03-02T04:00:00Z,SR-1918,Matthis Rd,Both Directions,SR-1904,Pine Ridge Rd,35.02516422,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out.,2016-10-13,17.256944444444443
494031,2016-10-13T22:52:00Z,2016-10-31T05:00:00Z,SR-1917,Beaver Rd,Both Directions,SR-1904,SR-1904,35.03068901,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,7.708333333333333
494032,2016-10-13T22:47:00Z,2017-04-07T22:00:00Z,SR-1128,Thorton Rd,Both Directions,NA,NA,35.27233202,Road Closed,Weather Event,138,Hurrricane Matthew,Rd closed on Thorton between Reedy Prong Church & Randles Chaples due to wash out.,2016-10-13,34.98888888888889
494033,2016-10-13T22:31:00Z,2016-11-11T21:00:00Z,SR-1113,Holly Grove Ch,Both Directions,NA,NA,35.29536678,Road Impassable,Weather Event,138,Hurrricane Matthew,Washout - Closed between Godwin Lake Rd & Jumping Run,2016-10-13,28.936805555555555
494034,2016-10-13T22:54:00Z,2016-10-31T05:00:00Z,SR-1220,Tyndall Grove Rd,Both Directions,SR-1294,Tyndall Town Rd,34.9076126,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out.,2016-10-13,17.254166666666666
494035,2016-10-13T22:56:00Z,2016-11-10T22:31:00Z,SR-2541,Buckleberry Rd,Both Directions,NA,NA,35.38347474,Road Closed,Weather Event,138,Hurrricane Matthew,Buckleberry rd closed due to wash out,2016-10-13,27.982638888888886
494037,2016-10-13T22:57:00Z,2017-04-07T21:00:00Z,SR-1005,Crossroads Rd,Both Directions,SR-1105,Beasleg Rd,35.32670266,Road Impassable,Weather Event,138,Hurrricane Matthew,Washout - Closed from Beasley to Grapevine,2016-10-13,28.960416666666664
494038,2016-10-13T22:57:00Z,2016-10-31T05:00:00Z,SR-1703,Church Road,Both Directions,US-421,N US421 Hwy,35.12469131,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,17.25208333333333
494039,2016-10-13T23:03:00Z,2016-11-11T22:00:00Z,NC-96,NC 96,Both Directions,SR-1178,Keen Rd,35.41913637,Road Impassable,Weather Event,138,Hurrricane Matthew,Washed out - between Keen Rd & Thompson Rd,2016-10-13,28.956249999999997
494040,2016-10-13T23:30:00Z,2016-11-13T23:00:00Z,NC-242,NC242,Both Directions,SR-1104,SR-1104,35.33490063,Road Impassable,Weather Event,138,Hurrricane Matthew,Road closed due to the road being washed out.,2016-10-13,30.979166666666664
494043,2016-10-13T23:04:00Z,2016-10-31T05:00:00Z,SR-1445,Hayes Mill Rd,Both Directions,SR-1006,Autry Mill Rd,35.12526437,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out at Cumberland County Line,2016-10-13,17.24722222222222
494045,2016-10-13T23:16:00Z,2016-10-31T05:00:00Z,SR-1119,Firetower Rd,Both Directions,NC-41,NC-41,34.71056316,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-13,7.6679050925925925
494046,2016-10-13T23:23:00Z,2016-10-31T05:00:00Z,SR-1129,Bill Town Rd,Both Directions,SR-1128,SR-1128,34.79454106,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out in (2) areas,2016-10-13,7.683946759259259
494048,2016-10-13T23:34:00Z,2016-10-31T05:00:00Z,SR-1441,Welcome School Road,Both Directions,SR-1431,SR-1431,35.08557516,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out at bridge pipe.,2016-10-13,7.4897685185185185
494049,2016-10-13T23:35:00Z,2016-11-11T21:00:00Z,NC-96,NA,Both Directions,SR-1907,SR-1907,35.39593155,Road Impassable,Weather Event,138,Hurrricane Matthew,Washed out - Closed between Strickland Rd & Webb Mill Rd,2016-10-13,13.790138888888889
494051,2016-10-13T23:54:00Z,2016-10-31T05:00:00Z,SR-1004,Edmond Matthis Road,Both Directions,SR-1156,Smith Rd,34.82934423,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed  - Washed out.,2016-10-13,17.2125
494052,2016-10-14T00:03:00Z,2016-10-31T05:00:00Z,NC-58,Trenton Hwy,Both Directions,US-70,SR 1342,35.23123661,Road Closed,Weather Event,138,Hurrricane Matthew,NC 58 is closed from US 70 to SR 1342 Will Baker Road,2016-10-13,17.20625
494053,2016-10-14T00:38:00Z,2016-10-31T05:00:00Z,SR-1002,N Spring branch,Both Directions,SR-1609,SR-1609,35.22690781,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - bridge approach washed out.,2016-10-13,6.834988425925926
494054,2016-10-14T00:42:00Z,2016-10-31T05:00:00Z,SR-1002,N Spring  Branch,Both Directions,SR-1612,Alderman Mill Rd,35.20078403,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - bridge approach washed out.,2016-10-13,17.179166666666667
494055,2016-10-14T01:05:00Z,2016-10-31T05:00:00Z,SR-1477,Straw Pond School Rd,Both Directions,SR-1464,Pine Forest School Rd,35.15274122,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed  out,2016-10-13,17.163194444444443
494056,2016-10-14T01:10:00Z,2016-10-31T05:00:00Z,SR-1441,Welcome School Road,Both Directions,SR-1480,SR-1480,35.10471924,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - washed out.,2016-10-13,7.423229166666666
494058,2016-10-14T01:30:00Z,2016-10-31T05:00:00Z,SR-1005,Green Path Rd,Both Directions,SR-1620,SR-1620,35.27393457,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - bridge washed out.,2016-10-13,6.8011226851851845
494062,2016-10-14T04:44:00Z,2016-10-14T17:00:00Z,SR-1214,Mt Pisgah Church Rd,Both Directions,NA,NA,35.37488405,Road Closed,Weather Event,138,Hurrricane Matthew,The road is closed between McDougald Road and Sykes Lane due to a downed tree.,2016-10-13,0.30872685185185184
494064,2016-10-14T10:55:00Z,2016-10-19T05:00:00Z,SR-1802,Braxton Rd,Both Directions,NA,NA,35.34305611,Road Impassable,Weather Event,138,Hurrricane Matthew,Road is flooded.,2016-10-14,4.753472222222222
494065,2016-10-14T11:04:00Z,2016-10-19T17:00:00Z,SR-1800,E. Contentnea Dr.,Both Directions,NA,NA,35.36721106,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to flooding.,2016-10-14,5.247222222222222
494066,2016-10-14T11:11:00Z,2016-10-19T17:00:00Z,SR-1801,Saw Mill Rd,Both Directions,NA,NA,35.35354407,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to flooding.,2016-10-14,0.13923611111111112
494067,2016-10-14T11:19:00Z,2016-10-19T17:00:00Z,SR-1809,Faulkner Rd,Both Directions,NA,NA,35.3172639,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to flooding at Bridge #14.,2016-10-14,5.236805555555556
494073,2016-10-14T12:29:00Z,2016-10-19T17:00:00Z,SR-1804,Neuse Rd,Both Directions,NA,NA,35.2633776,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed due to flooding from SR 1816 Causey Rd to NC 55.,2016-10-14,4.317268518518518
494078,2016-10-14T13:18:00Z,2016-10-31T05:00:00Z,SR-1216,Andrews Chapel Rd,Both Directions,NC-24,Roseboro Hwy,34.93990869,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - washed out.,2016-10-14,16.654166666666665
494080,2016-10-14T13:18:00Z,2016-10-22T05:00:00Z,SR-1970,Norwood Blanchard Rd,Both Directions,NC-50,NC50,34.79548196,Road Closed,Weather Event,138,Hurrricane Matthew,SR1970(Norwood Blanchard Rd) is closed from NC50 to SR1827(Deep Bottom Rd) due to washing and flooding,2016-10-14,7.654166666666666
494083,2016-10-14T13:36:00Z,2016-10-15T05:00:00Z,SR-1552,Jerden Thicket,Both Directions,US-64,US 64,35.80636246,Road Closed,Weather Event,138,Hurrricane Matthew,SR 1552 Jerden Thicket is closed at railroad tracks so CSX can do repair work cause by Hurricane Matthew.  It is closed from Hwy 64 to SR 1510 Maurice Brown Road,2016-10-14,0.6416666666666666
494086,2016-10-14T13:57:00Z,2016-10-17T13:00:00Z,NC-118,NC 118,Both Directions,SR-1468,Ange Rd,35.34316936,Road Closed,Weather Event,138,Hurrricane Matthew,Roadway is closed due to flooding from Hurricane Matthew,2016-10-14,2.9604166666666667
494088,2016-10-14T14:28:00Z,2016-11-11T05:00:00Z,SR-1801,Saw Mill Rd,Both Directions,NA,NA,35.354941,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed Due to Flooding,2016-10-14,27.605555555555554
494089,2016-10-14T14:47:00Z,2016-12-01T04:59:00Z,SR-2770,Angier Rd,Both Directions,SR-5056,Judd Pkwy,35.57329447,Road Impassable,Weather Event,138,Hurrricane Matthew,The road is closed.,2016-10-14,47.59166666666666
494090,2016-10-14T14:50:00Z,2017-01-08T04:59:00Z,NC-97,W Gannon Ave,Both Directions,SR-2370,Water Plant Rd,35.82192659,Road Impassable,Weather Event,138,Hurrricane Matthew,The road is closed near Water Plant Road. Due to Damage from Hurricane Matthew.,2016-10-14,48.58958333333333
494091,2016-10-14T14:53:00Z,2016-10-19T14:53:00Z,US-701,Garland Highway,Both Directions,NA,NA,34.81796624,Road Impassable,Weather Event,138,Hurrricane Matthew,The road is closed near the Black River Bridge just south of Old US-701.,2016-10-14,3.0124189814814812
494092,2016-10-14T15:04:00Z,2016-10-21T16:04:00Z,SR-1541,Dymond City road,Both Directions,NC-171,NC-171,35.7216472,Road Closed,Weather Event,138,Hurrricane Matthew,SR 1541 Dymond City Road is closed due to broken pavement during flooding of Hurricane Matthew.,2016-10-14,5.9489120370370365
494093,2016-10-14T15:18:00Z,2016-10-31T16:18:00Z,SR-1816,Causey Rd,Both Directions,NA,NA,35.25596745,Road Impassable,Weather Event,138,Hurrricane Matthew,Closed @ Hickory Grove Road - flooding impassable.,2016-10-14,4.2471296296296295
494094,2016-10-14T15:31:00Z,2016-10-18T04:59:00Z,US-264,US-264,Heading West,NA,NA,35.64573802,Lane Closed,Weather Event,1,None,"One lane is closed heading West between Exit 75, NC-43 and Exit 77, NC-33, due to flooding.",2016-10-14,1.5611111111111111
494097,2016-10-14T16:02:00Z,2016-10-17T13:00:00Z,SR-1423,SW Craven Middle Sch Road,Both Directions,SR-1401,Spring Garden,35.19544625,Road Closed,Weather Event,138,Hurrricane Matthew,Flooding from Hurricane Matthew has washed out the cross line storm drainage pipe.,2016-10-14,2.873611111111111
494098,2016-10-14T15:59:00Z,2017-04-01T03:59:00Z,SR-1625,Draughon Rd,Both Directions,SR-1624,Savannah Hill Rd,35.28200946,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed - complete washout.,2016-10-14,47.041666666666664
494100,2016-10-14T16:20:00Z,2017-03-02T04:20:00Z,SR-1804,Houses Mill Rd,Both Directions,SR-1846,Seven Mile Church Rd,35.18637922,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed - road washed out completely.,2016-10-14,78.5
494101,2016-10-14T16:35:00Z,2016-10-19T17:35:00Z,SR-1403,Stokes Rd,Both Directions,SR-1401,SR-1401,35.68619331,Road Closed,Weather Event,138,Hurrricane Matthew,The following road is closed due to high water.,2016-10-14,2.991273148148148
494102,2016-10-14T16:39:00Z,2016-10-19T17:39:00Z,SR-1404,Holland Rd,Both Directions,NC-33,NC-33,35.72017152,Road Closed,Weather Event,138,Hurrricane Matthew,The following road is closed due to high water.,2016-10-14,4.146817129629629
494103,2016-10-14T16:46:00Z,2016-10-31T17:46:00Z,SR-1151,Dalys Chapel,Both Directions,NC-903,NC-903,35.18744256,Road Impassable,Weather Event,138,Hurrricane Matthew,Road closed due to washouts from NC 903 to the Wayne Co. Line.,2016-10-14,14.1525
494105,2016-10-14T16:51:00Z,2016-11-21T17:51:00Z,SR-2426,Pleasant Hope,Both Directions,SR-2239,SR-2239,34.5517368,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed due to washout,2016-10-14,38.041666666666664
494108,2016-10-14T17:50:00Z,2017-04-07T21:00:00Z,SR-1302,Mingo Rd,Both Directions,NA,NA,35.39332236,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed Mingo Rd from West Pope Street to Benson Hardee Rd,2016-10-14,28.688518518518517
494110,2016-10-14T17:56:00Z,2016-11-11T22:32:00Z,SR-2143,Old Route 22,Both Directions,NA,NA,35.59454751,Road Closed,Weather Event,138,Hurrricane Matthew,Rd closed between Beulahtown Rd and J Howell due to wash out.,2016-10-14,5.811249999999999
494111,2016-10-14T17:59:00Z,2016-10-21T05:00:00Z,SR-1001,Justice Branch Rd.,Both Directions,SR-1204,SR-1204,36.24891419,Road Closed,Weather Event,138,Hurrricane Matthew,The road has reopened.,2016-10-14,5.26505787037037
494112,2016-10-14T17:59:00Z,2017-04-07T22:00:00Z,SR-2320,Rains Crossroads,Both Directions,NA,NA,35.51730522,Road Closed,Weather Event,138,Hurrricane Matthew,Rd closed between Little Rd and Jump Rd due to wash out.,2016-10-14,24.11173611111111
494113,2016-10-14T17:55:00Z,2017-01-31T05:00:00Z,SR-1430,NA,Both Directions,SR-1091,SR-1091,35.418651,Road Closed,Weather Event,138,Hurrricane Matthew,NA,2016-10-14,46.46180555555555
494114,2016-10-14T18:03:00Z,2017-04-07T21:00:00Z,SR-2333,Little Creek Farm Rd,Both Directions,NA,NA,35.54947645,Road Closed,Weather Event,138,Hurrricane Matthew,Rd closed on Little Creek Farm Rd between I-95 on ramp and Lowell Mill Rd,2016-10-14,27.722453703703703
494116,2016-10-14T18:05:00Z,2016-11-11T05:00:00Z,SR-1235,Pellitier Rd,Both Directions,NA,NA,35.56238,Road Impassable,Weather Event,138,Hurrricane Matthew,Road closed due to flooding,2016-10-14,0.9942708333333333
494117,2016-10-14T18:06:00Z,2017-04-07T22:00:00Z,SR-1108,Mclamb Rd,Both Directions,NA,NA,35.31762639,Road Closed,Weather Event,138,Hurrricane Matthew,Rd closed between Woods Crossroads Rd & Drag Strip due to wash out.,2016-10-14,28.033622685185183
494119,2016-10-14T18:14:00Z,2017-04-07T22:00:00Z,SR-1174,Adams Rd,Both Directions,NA,NA,35.36822435,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed between Stricklands Crossroads Road & Five Pointsts Road due to wash out.,2016-10-14,175.15694444444443
494120,2016-10-14T17:59:00Z,2017-04-15T22:00:00Z,SR-1769,Old Stage Rd S,Both Directions,SR-2014,Hall Rd,35.36401446,Road Closed,Weather Event,138,Hurrricane Matthew,Road is closed between SR 2014 (Hall Road) and SR 2006 (Crawford Road) due to washout.,2016-10-14,35.16736111111111
494121,2016-10-14T18:19:00Z,2017-04-07T22:00:00Z,SR-1190,Battlefield Rd,Both Directions,NA,NA,35.31231687,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed near Mill Creek Church Road due to wash out.,2016-10-14,175.1534722222222
494122,2016-10-14T18:24:00Z,2017-04-07T22:00:00Z,SR-1176,Five Points Rd,Both Directions,NA,NA,35.35077031,Road Closed,Weather Event,138,Hurrricane Matthew,"Road closed  between Woodscrossroads & NC 50, due to wash out.",2016-10-14,175.14999999999998
494123,2016-10-14T18:29:00Z,2017-04-07T22:00:00Z,SR-2543,Grabtown Rd,Both Directions,NA,NA,35.43419765,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed near Brogden Road due to wash out.,2016-10-14,175.14652777777778
494127,2016-10-14T18:58:00Z,2016-11-18T22:00:00Z,SR-1707,Neighbors Rd,Both Directions,SR-1708,SR-1708,35.3690933,Road Closed,Weather Event,138,Hurrricane Matthew,SR 1707 (Neighbors Road) is closed 0.25 miles southwest of SR 1708 (Miller Road) due to washout.,2016-10-14,14.213738425925925
494135,2016-10-14T19:38:00Z,2017-04-07T20:00:00Z,SR-1143,Strickland's Crossroads,Both Directions,NA,NA,35.37627655,Road Closed,Weather Event,138,Hurrricane Matthew,"Road closed between Juniper Rd & Unity Church Rd, due to wash out.",2016-10-14,25.899328703703702
494139,2016-10-14T19:57:00Z,2016-10-15T20:00:00Z,NC-97,NA,Both Directions,SR-1430,Bethlehem Church Rd,36.00837128,Road Impassable,Weather Event,138,Hurrricane Matthew,NA,2016-10-14,0.713298611111111
494143,2016-10-14T20:05:00Z,2016-11-24T21:05:00Z,SR-1432,Golf Course Rd,Both Directions,SR-1437,SR-1437,34.96789248,Road Impassable,Weather Event,138,Hurrricane Matthew,NA,2016-10-14,41.041666666666664
494145,2016-10-14T20:16:00Z,2016-10-31T22:00:00Z,SR-1002,N Spring Branch Road,Both Directions,SR-1005,SR-1005,35.25822981,Road Closed,Weather Event,138,Hurrricane Matthew,NCDOT Bridge Maintenance Emergency Repairs to Bridge,2016-10-14,6.019016203703703
494146,2016-10-14T20:25:00Z,2016-10-31T22:00:00Z,SR-1005,Green Path Rd,Both Directions,SR-1602,SR-1602,35.2303379,Road Closed,Weather Event,138,Hurrricane Matthew,NCDOT Bridge Maintenance Department performing emergency repairs to bridge.,2016-10-14,6.013020833333333
494148,2016-10-14T20:44:00Z,2016-10-15T12:00:00Z,NC-12,NA,Both Directions,NA,NA,35.23545538,Road Closed,Weather Event,138,Hurrricane Matthew,NC-12 is closed to visitors entering Frisco. Property owners and permanent residents may still access the road.,2016-10-14,0.6361111111111111
494149,2016-10-14T20:59:00Z,2017-03-15T22:00:00Z,SR-2234,Blossom Rd,Both Directions,SR-2233,Butler Nursery Rd,34.90756318,Road Closed,Weather Event,138,Hurrricane Matthew,Road closed at bridge near Butler Nursery Rd due to approach slab washout.,2016-10-14,77.0423611111111
494151,2016-10-14T21:15:00Z,2016-10-16T05:00:00Z,NC-130,NC 130,Both Directions,SR-1931,Oscar Ezzel Rd,34.095433,Road Closed,Weather Event,138,Hurrricane Matthew,Roadway is flooded,2016-10-14,1.3229166666666665
494152,2016-10-14T21:08:00Z,2016-11-30T05:00:00Z,NC-32,Virginia Road,Both Directions,SR-1226,Dillard'S Mill Rd,36.215773,Road Closed,Weather Event,138,Hurrricane Matthew,Continued settlement of culvert and unsafe driving conditions across culvert has necessitated the closure of the road.,2016-10-14,19.827777777777776
494153,2016-10-14T21:24:00Z,2016-10-28T22:00:00Z,SR-1817,Pineridge Drive,Both Directions,SR-1727,Eastern Pines,35.57314589,Road Closed with Detour,Weather Event,138,Hurrricane Matthew,Roadway Failure,2016-10-14,14.024999999999999
494155,2016-10-14T21:32:00Z,2016-10-31T05:00:00Z,SR-1301,Barber Rd,Both Directions,SR-1300,SR-1300,35.21241699,Road Impassable,Weather Event,138,Hurrricane Matthew,Closed due to flooding.,2016-10-14,10.589965277777777
494156,2016-10-14T21:38:00Z,2016-10-15T21:37:00Z,SR-1472,Biddle Road,Both Directions,SR-1471,SR-1471,35.30722787,Road Impassable,Weather Event,138,Hurrricane Matthew,The road is impassable near Maple Cypress Road due to flooding.,2016-10-14,0.917662037037037
494161,2016-10-14T21:55:00Z,2016-10-31T05:00:00Z,SR-1124,Wright Rd,Heading South,SR-1119,SR-1119,34.09319157,Road Closed,Weather Event,138,Hurrricane Matthew,NA,2016-10-14,4.7411921296296295
494162,2016-10-14T21:58:00Z,2016-10-17T22:00:00Z,SR-1445,Bazemore Rd,Both Directions,NC-45,NC 45,36.33946118,Road Closed,Weather Event,138,Hurrricane Matthew,Washout,2016-10-14,3.0013888888888887
494163,2016-10-14T22:05:00Z,2016-10-31T05:00:00Z,SR-1319,Old Cribb Town,Heading South,NA,NA,34.21238696,Road Closed,Weather Event,138,Hurrricane Matthew,Upaved portion of SR1319 Old Cribbtown Rd; roadway is washed out.,2016-10-14,4.736319444444444
494169,2016-10-14T22:38:00Z,2016-11-01T22:00:00Z,SR-1354,Recreation Cntr,Both Directions,US-74,US 74,34.6914619,Road Closed,Weather Event,138,Hurrricane Matthew,Road Closed at bridge due to washout,2016-10-14,17.97361111111111
494171,2016-10-14T22:46:00Z,2016-10-31T05:00:00Z,SR-1501,Porter Swamp Church,Heading North,US-76,US-76,34.34639452,Road Closed,Weather Event,138,Hurrricane Matthew,Roadway washed out on unpaved section of Porter Swamp Rd in Cerro Gordo.,2016-10-14,13.8790625
494173,2016-10-14T22:55:00Z,2016-10-31T05:00:00Z,SR-1929,Long Comer Rd,Heading South,NC-130,NC-130,34.17579964,Road Closed,Weather Event,138,Hurrricane Matthew,Major Flooding,2016-10-14,4.657106481481481
494175,2016-10-14T23:00:00Z,2016-10-31T05:00:00Z,SR-1930,Crusoe Island,Heading South,SR-1929,SR-1929,34.20327249,Road Closed,Weather Event,138,Hurrricane Matthew,Major Flooding,2016-10-14,4.635891203703704
